Long	Lat	sat_min	sat_max	pptn_min	pptn_max	npp
-61.272	-4.094	26.4679	27.2164	324.8127	851.4232	838.6247
-61.551	-3.992	26.5729	27.2036	340.8869	875.1608	811.4753
-61.916	-3.997	26.5124	27.1110	329.1848	945.9783	712.4998
-62.283	-4.001	26.4168	27.0350	325.7284	953.5838	834.7494
-62.65	-4.006	26.1940	26.8820	325.4741	896.3023	799.2758
-63.017	-4.01	26.1814	26.8784	319.7180	825.1944	634.7569
-63.386	-4.014	26.2040	26.8777	294.9875	743.5045	549.5335
-63.846	-4.179	26.1988	26.8346	284.9008	731.9882	827.4157
-66.358	-4.04	26.1086	26.7789	405.3488	959.7869	986.2368
-67.662	-4.317	25.6547	26.4679	414.8127	881.0205	1074.3023
-67.856	-4.049	25.6798	26.5096	446.9744	870.0598	1065.8954
-69.36	-4.055	26.0817	27.0664	382.5368	799.0615	861.8956
-69.737	-4.056	26.0963	27.1200	440.8805	876.2440	982.2068
-70.114	-4.057	26.0668	27.0702	493.6536	925.7201	840.8927
-70.491	-4.058	25.9597	26.9631	500.7610	889.6593	910.1654
-70.868	-4.059	25.8271	26.8411	517.4065	865.6293	874.5066
-71.339	-4.167	25.6801	26.7183	512.3880	852.2779	864.2486
-72.378	-4.275	25.4547	26.5538	461.6301	875.7863	987.7341
-73.132	-4.059	25.5276	26.5634	446.9558	808.2415	938.7711
-75.02	-4.323	25.8925	26.8844	479.4087	704.0178	1560.3018
-77.646	-4.202	25.9460	26.6993	483.9631	686.0468	1764.3771
-78.761	-4.031	20.2217	20.9614	290.9707	436.1532	1634.8031
-79.133	-4.028	14.0194	15.0042	197.7049	372.7226	1384.2832
-79.504	-4.025	20.2633	20.6619	29.3990	520.9599	804.9563
-79.875	-4.021	19.4832	20.0718	10.2585	608.6061	1120.2504
-80.253	-4.286	22.5562	25.3494	1.5214	373.3363	814.9921
-55.463	-4.253	25.4273	26.7319	200.6213	875.7262	816.0481
-55.659	-4	26.0594	27.4762	196.6148	836.4183	695.6613
-57.402	-4.243	26.2909	27.6575	249.2952	946.2966	799.1427
-59.194	-4.064	26.4814	27.7076	269.1756	797.6266	716.5203
-59.91	-4.341	26.5028	27.5710	261.9385	769.7066	818.4712
-61.73	-4.101	26.6239	27.2068	332.9629	905.0972	849.6913
-62.003	-4.212	26.5885	27.1648	318.7428	924.7605	759.0662
-62.456	-4.378	26.3448	26.9805	313.5220	890.4171	830.6987
-63.005	-4.382	26.1774	26.8473	308.9956	836.2391	822.1383
-63.198	-4.118	26.1862	26.8854	310.1728	793.2880	615.2836
-65.045	-4.351	26.1808	26.8577	305.6605	830.7748	937.2301
-69.548	-4.164	26.0922	27.0828	389.3905	832.1256	841.9374
-69.925	-4.165	26.0049	27.0260	476.7097	932.8149	860.2336
-70.302	-4.166	26.0066	27.0126	475.9267	890.9932	938.9467
-70.679	-4.166	25.9173	26.9309	500.3850	851.3220	904.4438
-71.056	-4.167	25.7321	26.7603	517.4354	845.1718	871.5639
-73.039	-4.383	25.4991	26.5559	426.8385	821.0136	1037.5368
-73.321	-4.166	25.7124	26.7215	434.1942	770.5434	892.1586
-75.584	-4.375	26.0777	26.9630	457.1879	671.0694	1659.3592
-78.205	-4.143	21.6900	22.4722	376.9088	594.0688	1500.8652
-78.301	-4.356	23.8889	24.6893	423.5288	621.5656	1735.2486
-78.95	-4.137	18.1810	19.0002	222.6283	406.2584	1558.7888
-79.321	-4.134	18.8637	19.3631	66.8475	445.4142	926.9565
-79.692	-4.13	21.2490	21.7391	17.3339	603.3570	807.2579
-80.063	-4.126	21.3957	22.7603	5.0399	581.5677	1064.6347
-80.898	-4.332	20.8232	25.0914	1.2677	153.4544	374.4557
-55.827	-4.107	26.1421	27.5988	202.9154	838.4654	680.5848
-57.929	-4.357	26.3896	27.6918	239.1492	960.7180	801.6657
-59.369	-4.172	26.4725	27.6770	268.5889	751.6833	711.3870
-60.44	-4.452	26.5532	27.5217	261.8487	838.4461	807.2443
-61.544	-4.205	26.5263	27.1950	329.2541	874.8367	802.7659
-63.38	-4.227	26.2174	26.8767	294.6579	763.0351	575.7163
-65.602	-4.464	26.0993	26.7925	322.0796	895.5789	960.4030
-66.354	-4.255	26.0112	26.7078	377.7553	946.0616	991.7232
-67.853	-4.264	25.6781	26.5140	430.2466	872.7192	1072.6139
-68.228	-4.428	25.5019	26.3881	410.9932	867.4560	1068.1998
-69.358	-4.271	25.8757	26.8610	373.2955	829.4580	964.4517
-69.735	-4.272	26.0113	27.0053	391.9266	860.3959	912.7150
-70.112	-4.273	26.0155	27.0162	433.8946	887.2670	947.3359
-70.49	-4.274	25.8522	26.8665	474.1565	855.6259	925.0434
-70.867	-4.275	25.8464	26.8740	507.6644	819.5085	896.1022
-73.51	-4.274	25.7636	26.7923	435.8827	741.8605	1077.9165
-76.151	-4.533	26.4455	27.1313	447.6421	646.6520	1800.2172
-78.02	-4.252	23.7587	24.5053	443.9690	664.8862	1684.5334
-78.766	-4.246	19.7865	20.5220	272.1581	432.7247	1617.8298
-79.138	-4.242	13.7588	14.5161	171.2007	438.9308	1187.6753
-79.51	-4.239	19.4151	19.8307	37.4754	553.6965	1056.6012
-79.88	-4.235	21.3168	22.3076	8.8972	600.0610	900.6737
-55.648	-4.207	25.9298	27.3065	204.1382	858.2207	767.2687
-55.996	-4.214	26.2721	27.7708	212.4636	837.5441	653.8636
-58.459	-4.472	26.4874	27.7288	242.3997	921.2019	804.6780
-59.544	-4.281	26.5106	27.6597	271.9059	708.3266	732.1804
-61.079	-4.515	26.5698	27.3860	290.1599	870.1478	839.1279
-61.723	-4.313	26.5514	27.1739	322.5199	892.3279	809.1462
-63.556	-4.55	26.1899	26.8331	289.3401	808.3994	815.2284
-66.161	-4.576	25.9557	26.6572	336.6583	938.6446	989.7209
-66.539	-4.364	26.0475	26.7416	364.0601	928.4485	1010.2065
-68.79	-4.593	25.4973	26.4320	381.4022	880.3713	1043.3591
-69.546	-4.379	25.8495	26.8300	368.6754	846.3351	940.1850
-69.923	-4.381	25.9283	26.9248	388.1942	862.6099	818.8772
-70.3	-4.381	25.8779	26.9051	429.8862	856.0866	949.0552
-70.772	-4.545	25.6876	26.7147	465.2670	814.7676	900.7777
-71.056	-4.383	25.7757	26.8135	501.0578	807.5561	889.4874
-71.433	-4.6	25.5666	26.6256	465.6566	835.5953	897.8218
-73.322	-4.382	25.7786	26.8108	415.5901	763.8350	1042.3675
-74.077	-4.381	25.9853	26.9677	457.7376	724.3663	1302.3293
-76.808	-4.53	26.6199	27.2616	460.3404	643.9775	1851.6766
-78.676	-4.407	21.6484	22.3630	314.4319	505.5899	1685.0748
-78.955	-4.351	15.9868	16.8320	232.7052	426.4534	1418.3447
-79.327	-4.348	17.1816	17.6305	78.0555	502.8423	1018.0002
-79.698	-4.344	19.4453	19.9418	16.8299	592.1354	1004.2571
-55.895	-4.472	25.9283	27.3049	214.5674	880.8011	790.8862
-56.166	-4.322	26.2290	27.7008	224.3226	840.3189	688.1030
-56.596	-4.433	25.9771	27.3629	238.6823	871.4563	813.4311
-59.084	-4.588	26.5065	27.6789	254.7164	806.2288	798.1146
-59.72	-4.389	26.5357	27.6466	271.4485	707.2371	723.9746
-61.619	-4.63	26.5702	27.2470	300.7503	884.4251	844.9273
-61.902	-4.422	26.5932	27.1761	312.3429	897.8025	769.9959
-64.108	-4.664	26.1661	26.8122	280.4832	850.5171	879.7284
-66.724	-4.473	25.8951	26.6242	360.8574	910.9811	1035.8546
-69.449	-4.703	25.6199	26.5927	364.1842	883.7448	1005.9912
-69.921	-4.759	25.6497	26.6567	364.8692	863.4093	974.6186
-71.244	-4.491	25.6527	26.7010	486.7186	815.6136	884.5258
-72	-4.708	25.4459	26.5251	436.4843	864.1058	958.4608
-73.511	-4.49	25.9058	26.9056	409.4779	734.6037	996.8226
-73.889	-4.489	25.9095	26.9183	441.3616	715.5891	1185.8917
-74.266	-4.488	26.1150	27.0644	430.3248	729.5197	1334.4503
-74.644	-4.487	26.0450	26.9656	435.7296	722.1378	1457.8946
-77.65	-4.47	25.7167	26.4401	485.6976	685.4553	1768.3034
-79.143	-4.457	14.9376	15.6569	187.3575	489.9948	1417.6394
-79.515	-4.453	20.8608	21.4011	26.3568	544.5536	924.5796
-79.886	-4.449	22.2745	23.9868	7.9497	505.9515	984.9260
-56.335	-4.429	26.1602	27.5707	229.8717	843.4245	759.7953
-57.029	-4.653	26.0357	27.3538	238.9333	911.5391	821.5551
-59.536	-4.492	26.5240	27.6318	273.3536	711.9875	813.8145
-59.897	-4.498	26.5655	27.6326	262.2418	751.9891	755.5625
-62.082	-4.531	26.6424	27.2056	303.3073	889.7993	664.8607
-64.663	-4.777	26.1432	26.8178	286.2813	866.1664	917.3975
-66.535	-4.579	25.9905	26.6918	343.1051	920.2557	1015.2653
-67.191	-4.799	25.6960	26.5032	350.8400	883.3695	1069.7617
-68.037	-4.589	25.6347	26.5016	392.8225	876.2338	1081.8350
-70.299	-4.598	25.7894	26.8115	399.2504	837.4975	953.1997
-72.568	-4.816	25.4105	26.4858	401.7657	866.9470	1031.0908
-73.701	-4.598	25.9017	26.9336	421.0406	732.2403	1111.1299
-74.078	-4.597	26.1109	27.0830	435.4252	717.2092	1308.9156
-74.456	-4.595	26.1099	27.0567	410.2981	738.4344	1397.6528
-74.833	-4.594	26.0955	26.9766	427.9336	706.9949	1446.2753
-77.465	-4.579	26.4966	27.2146	462.0438	654.9475	1864.0581
-77.839	-4.576	26.0533	26.8695	468.8330	683.8554	1836.5417
-78.497	-4.732	22.5114	23.3593	364.1213	569.4629	1670.2685
-78.959	-4.566	17.7907	18.5546	213.3529	458.3875	1641.4867
-79.332	-4.562	13.7489	14.2414	126.5469	526.6336	1184.2250
-79.703	-4.558	18.8559	19.3709	20.0139	570.1508	949.1596
-80.45	-4.764	21.7358	26.4462	1.4287	124.2454	480.5474
-81.005	-4.809	20.3716	26.1458	1.1952	48.6244	153.5561
-55.099	-4.713	24.9473	26.1556	165.3659	905.2589	839.9368
-56.155	-4.53	25.9389	27.3306	227.8525	858.7088	809.7556
-57.555	-4.769	26.2795	27.5317	224.5464	937.5635	815.3203
-59.527	-4.754	26.5468	27.6312	259.8085	769.3553	808.6807
-62.259	-4.747	26.5421	27.1242	292.5532	874.2004	849.2035
-65.22	-4.89	26.0585	26.7548	296.3174	899.9375	950.7133
-66.72	-4.688	25.9435	26.6780	333.3455	899.5340	1022.2613
-67.749	-4.912	25.5423	26.4157	352.1593	897.2555	1077.7063
-68.224	-4.698	25.6081	26.4996	383.6911	881.9044	1075.3596
-70.486	-4.923	25.5977	26.6242	392.6997	833.4144	934.3979
-73.23	-4.923	25.4592	26.5220	400.7048	834.2007	1105.1982
-73.512	-4.706	25.8508	26.8992	412.0170	768.4354	1091.7556
-73.89	-4.705	25.9887	27.0162	428.7504	730.7012	1253.2092
-74.268	-4.704	26.1478	27.0936	407.3026	725.0487	1326.4732
-74.552	-4.811	26.1784	27.0985	406.4462	720.4094	1522.2398
-75.023	-4.701	26.1773	27.0191	426.3373	699.4412	1535.3680
-75.4	-4.699	26.2970	27.1129	429.6020	689.1122	1649.8367
-75.684	-4.806	26.4352	27.1775	422.6848	674.1641	1724.3821
-76.529	-4.693	26.5958	27.2246	452.0769	660.7504	1849.9479
-77.28	-4.688	26.5588	27.2651	448.5113	637.4991	1857.2806
-77.564	-4.793	25.3971	26.1489	454.8893	644.7074	1864.6009
-78.029	-4.682	25.4933	26.4053	454.9174	688.0413	1834.7036
-78.776	-4.675	17.9968	18.7415	262.4450	442.4553	1388.3505
-79.148	-4.671	18.7564	19.4870	153.8903	519.6142	1694.4727
-79.52	-4.667	16.3245	16.6480	55.6406	575.2361	1207.1865
-79.892	-4.663	19.9255	20.9646	12.5256	497.5450	940.8847
-55.615	-4.829	25.2104	26.4559	195.4887	960.6320	833.5496
-56.325	-4.638	26.0704	27.4519	231.2267	841.8819	704.0411
-56.676	-4.646	26.1136	27.4673	238.9736	881.4453	767.5979
-58.083	-4.886	26.3516	27.5474	210.1311	936.4509	816.2394
-59.888	-4.709	26.6029	27.6422	259.1293	786.7379	759.3713
-60.61	-4.883	26.6349	27.5403	262.5091	909.3733	853.0674
-62.075	-4.744	26.5502	27.1293	292.4054	880.5804	825.5439
-62.442	-4.749	26.5320	27.1141	290.5867	865.0368	816.0660
-62.811	-4.754	26.3277	26.9595	294.3746	855.0591	844.2679
-63.264	-4.973	26.2220	26.8569	273.8377	859.2704	867.0896
-65.778	-5.003	25.9689	26.6887	299.6236	948.1303	975.0944
-66.34	-5.063	25.8418	26.5814	293.6087	968.6177	1012.6766
-66.906	-4.797	25.8453	26.6252	333.6615	879.3880	1035.5954
-68.408	-5.023	25.4913	26.4075	355.5871	931.3288	1062.1973
-71.054	-5.032	25.4633	26.5036	418.8957	827.9668	896.4442
-73.702	-4.814	25.9108	26.9610	426.2644	768.4831	1144.5675
-74.271	-5.083	26.1761	27.1286	398.6604	710.6930	1452.1246
-74.839	-5.135	26.3236	27.1859	387.6985	705.5939	1610.6805
-75.212	-4.808	26.2694	27.0745	415.9830	692.6088	1546.9187
-75.966	-4.804	26.5270	27.2291	429.8492	664.0901	1787.2163
-76.718	-4.8	26.5510	27.2005	448.5880	668.4735	1838.1824
-77.094	-4.797	26.5351	27.2468	446.1231	634.7709	1862.1568
-77.938	-4.844	25.0427	25.9977	449.2029	679.3766	1805.3176
-78.218	-4.788	24.7461	25.7573	441.6239	689.0018	1849.0993
-78.964	-4.781	17.0185	17.7351	224.3178	477.9896	1337.1867
-79.337	-4.777	12.3498	12.8652	156.2107	520.6321	1102.1188
-79.709	-4.773	19.0509	19.5208	23.4118	518.3633	707.7417
-80.08	-4.768	20.7630	23.1778	5.1128	342.7049	740.3450
-56.219	-4.946	25.8543	27.1283	211.5246	911.9083	829.0934
-56.495	-4.746	26.1269	27.4976	229.6350	860.0247	707.5019
-58.615	-5.002	26.4434	27.5812	222.1841	884.3663	824.4087
-60.065	-4.818	26.6133	27.6019	257.0342	840.1351	772.9850
-61.056	-5.05	26.6685	27.4850	267.2602	919.1708	851.5624
-61.888	-4.848	26.5381	27.1613	286.8496	880.4602	842.0271
-62.623	-4.859	26.5148	27.0954	281.4433	861.6213	824.7021
-62.992	-4.864	26.3011	26.9350	284.4726	853.8460	845.4664
-63.726	-5.143	26.1625	26.8055	260.2581	910.4527	879.3969
-66.897	-5.174	25.7026	26.5040	285.9354	944.2889	1043.1322
-68.973	-5.134	25.4903	26.4365	351.5593	975.3502	1021.4209
-71.622	-4.924	25.4824	26.5457	431.8319	847.3141	920.8416
-73.513	-4.922	25.6376	26.6984	427.4075	810.6859	1164.4008
-73.892	-4.922	25.9900	27.0113	425.0695	754.9153	1246.3412
-75.12	-4.971	26.3327	27.1519	402.8163	697.4558	1643.0487
-75.402	-4.916	26.3707	27.1402	408.7657	687.0645	1602.1117
-76.156	-4.911	26.5868	27.2497	418.1755	654.7666	1760.4707
-76.532	-4.909	26.6295	27.2696	435.7270	662.7235	1823.1007
-76.908	-4.906	26.5574	27.2543	438.9709	641.9470	1882.8612
-77.002	-5.121	26.1468	26.8648	414.9097	618.9713	1908.1248
-78.78	-4.89	19.3747	20.0914	237.7190	441.5845	1622.3486
-79.153	-4.886	20.1343	20.9975	136.5952	485.5035	1742.1837
-79.526	-4.882	16.5145	16.8735	63.1920	532.1471	1039.6002
-79.897	-4.878	15.1346	15.5076	26.7875	479.5052	798.0803
-56.665	-4.854	26.0018	27.3203	232.1557	884.2739	763.6139
-59.145	-5.119	26.4800	27.5583	231.1953	845.2066	838.5603
-59.88	-4.921	26.6026	27.6048	255.0931	830.1150	814.9816
-60.242	-4.927	26.6189	27.5897	251.5779	891.9022	733.1806
-61.788	-5.165	26.5955	27.2858	266.7151	879.6433	852.7871
-62.245	-5.229	26.4737	27.0836	250.4045	850.4809	842.6921
-62.804	-4.968	26.4901	27.0625	272.7871	873.1937	811.5188
-64.28	-5.202	26.1122	26.7809	264.4825	917.5456	900.6527
-66.903	-5.013	25.8555	26.6376	304.3281	893.1892	1030.4068
-69.539	-5.245	25.4167	26.4021	336.8064	943.4174	985.7903
-71.621	-5.195	25.2995	26.3613	404.8252	850.0840	921.7179
-71.811	-5.032	25.4295	26.5011	414.7310	856.7970	949.0751
-72.189	-5.249	25.2769	26.3572	389.2608	869.7518	1018.3266
-73.703	-5.03	25.7696	26.8294	433.9932	800.2729	1214.5329
-74.081	-5.029	26.0948	27.0796	410.0584	731.4399	1301.1696
-75.592	-5.023	26.4608	27.1794	400.6468	676.4386	1542.9379
-75.969	-5.02	26.5725	27.2608	407.3941	660.4836	1720.5179
-76.345	-5.018	26.6146	27.2560	416.0154	651.1419	1806.8556
-77.477	-5.226	23.1072	23.8980	376.2225	520.7142	1805.0362
-77.848	-5.006	23.0705	23.9238	413.6186	601.0034	1653.6799
-78.132	-5.111	23.5479	24.5974	399.3135	627.9613	1793.5073
-78.596	-4.999	20.5082	21.3355	287.1357	472.5155	1642.2921
-78.969	-4.996	20.0272	20.9594	185.4991	443.6843	1558.7519
-79.342	-4.991	14.1386	14.6824	151.2586	507.9776	1385.9021
-79.714	-4.987	15.8269	16.0647	40.6892	476.5293	843.0195
-80.086	-4.983	21.0092	24.3657	2.9775	255.4239	728.8915
-56.836	-4.963	26.1150	27.3930	224.9962	886.1015	757.5957
-57.185	-5.235	25.9889	27.1854	201.4729	919.6757	839.4261
-59.334	-5.016	26.5644	27.6631	246.7469	816.3716	730.1555
-59.686	-5.235	26.6164	27.6087	234.8871	865.8417	839.7664
-60.137	-5.297	26.6296	27.5641	237.6577	925.6677	839.7739
-60.42	-5.037	26.6831	27.6134	251.7067	940.2896	806.4636
-62.701	-5.341	26.3994	26.9899	239.9013	853.5151	848.4730
-62.986	-5.078	26.4234	27.0323	260.7958	864.3750	847.6533
-64.742	-5.316	26.0452	26.7457	278.2214	925.8172	936.4745
-67.089	-5.122	25.7980	26.6105	297.3436	903.7983	1039.2084
-70.106	-5.355	25.3847	26.3936	338.8901	888.4383	965.4681
-72.758	-5.357	25.3056	26.3877	368.5215	868.1007	1110.1548
-73.893	-5.138	25.9689	27.0032	417.2673	760.9222	1272.7196
-75.502	-5.348	26.4484	27.2300	375.2248	686.0371	1719.3816
-75.782	-5.13	26.5379	27.2467	394.8910	672.2862	1713.6891
-76.16	-5.236	26.5684	27.2540	394.4487	656.1255	1839.8733
-76.535	-5.125	26.4813	27.1350	414.3481	645.4249	1879.1828
-78.411	-5.109	23.3350	24.5208	373.3356	628.9363	1826.8382
-78.785	-5.105	18.9671	19.8434	233.4104	421.4487	1385.3882
-79.158	-5.101	17.8484	18.5484	154.8402	447.9536	1621.3105
-79.531	-5.097	12.5948	13.0227	86.7570	460.5017	921.3182
-79.903	-5.092	19.7859	21.9050	8.9516	380.2630	926.8043
-80.094	-5.305	21.3468	25.8171	0.6414	144.0186	611.9470
-80.741	-5.297	20.3004	26.2240	0.9040	44.8267	203.2686
-55.244	-5.236	25.0958	26.2388	148.0585	1000.8980	851.6316
-56.564	-5.168	25.9743	27.1956	205.1302	906.7327	838.6328
-57.703	-5.348	26.1287	27.2717	186.0650	934.8188	834.4534
-59.51	-5.126	26.5883	27.6352	240.4526	832.1038	778.2540
-60.598	-5.146	26.6887	27.5767	253.7278	954.3993	838.3234
-65.395	-5.43	25.9362	26.6730	288.4552	982.0160	971.2281
-67.275	-5.231	25.7163	26.5662	294.2918	913.9403	1055.4997
-67.557	-5.342	25.5628	26.4649	302.4188	926.3706	1063.2339
-68.025	-5.453	25.3869	26.3144	307.5856	951.6284	1058.9901
-70.673	-5.465	25.3733	26.3937	352.8465	850.7571	934.1547
-73.421	-5.464	25.5199	26.5827	392.7923	820.9212	1205.9530
-74.083	-5.246	26.0825	27.0741	399.7912	725.3939	1347.9944
-77.852	-5.222	22.5514	23.4204	363.0359	515.5094	1762.8027
-78.601	-5.215	18.5868	19.3986	253.5969	409.2590	1510.1484
-78.974	-5.211	19.6534	20.5434	173.8918	404.3230	1575.8466
-79.347	-5.206	12.9575	13.5469	164.7457	471.4360	1215.7779
-79.72	-5.202	19.6088	21.4781	16.2634	380.2860	1001.9998
-55.762	-5.354	25.5010	26.6609	172.4215	1089.6924	852.6161
-56.826	-5.172	26.1331	27.3840	206.7694	887.2836	720.4943
-58.238	-5.416	26.2513	27.3407	185.4975	920.7232	839.9826
-60.412	-5.249	26.6847	27.6202	242.8050	959.7589	786.6949
-62.979	-5.292	26.4418	27.0282	238.4216	862.0070	863.9714
-63.438	-5.404	26.2688	26.8995	240.6534	875.1313	884.6314
-65.954	-5.544	25.8334	26.6057	273.7120	1014.6537	993.1997
-68.591	-5.565	25.3298	26.2918	310.2946	996.5362	1026.8319
-71.241	-5.574	25.2513	26.3033	364.9756	849.7580	922.1828
-73.801	-5.572	25.8391	26.8743	394.2758	754.9475	1358.6682
-75.784	-5.346	26.5935	27.3196	378.3333	674.1976	1744.2857
-76.446	-5.557	26.2099	26.9247	354.4204	632.6693	1907.5755
-78.041	-5.328	20.9399	21.8391	298.2329	439.3973	1643.7048
-78.416	-5.324	22.0108	23.1996	294.4092	508.0462	1770.9764
-78.79	-5.32	21.9505	23.3291	178.5801	403.6777	1357.8629
-79.163	-5.316	17.3475	18.0380	164.3172	384.2879	1627.9802
-79.536	-5.312	14.8256	15.4215	85.3693	428.6045	904.5033
-56.282	-5.472	25.8592	27.0072	175.1627	1006.6247	860.1761
-56.998	-5.281	26.1939	27.4192	197.2251	901.1088	724.4002
-58.772	-5.533	26.4233	27.4592	189.8730	891.8464	854.8794
-60.59	-5.359	26.6679	27.5668	242.5628	967.1044	817.7361
-60.954	-5.365	26.7028	27.5355	251.8675	955.0601	862.3479
-61.317	-5.479	26.7307	27.5208	246.0009	929.0540	858.3906
-63.161	-5.402	26.3857	26.9823	233.9965	863.3635	879.2103
-66.515	-5.657	25.6945	26.5201	257.3668	1008.5068	1021.0606
-67.272	-5.448	25.6381	26.5135	279.3915	938.4940	1056.5374
-69.157	-5.676	25.3244	26.3169	309.5007	1004.9729	983.1519
-71.81	-5.683	25.1074	26.1974	367.3089	861.0166	992.2733
-74.084	-5.462	26.0728	27.0552	392.0654	711.7081	1406.3423
-74.463	-5.461	26.2878	27.2027	379.9780	694.9577	1543.7051
-75.975	-5.453	26.6751	27.4076	367.6153	665.7932	1810.7115
-77.201	-5.661	22.1116	22.9643	296.2081	460.4604	1846.7488
-77.765	-5.546	18.6405	19.5553	240.4380	361.2015	1704.1286
-78.231	-5.434	18.7092	19.6070	244.2595	379.8505	1387.9201
-78.605	-5.43	21.4845	22.8351	198.0450	393.8512	1367.7085
-78.979	-5.426	19.4318	20.4404	130.0620	351.5026	1374.1898
-79.352	-5.421	15.3440	16.0179	142.6101	388.8357	1026.9281
-79.725	-5.417	21.0563	24.0986	3.6315	265.6315	867.6500
-56.8	-5.591	26.0093	27.1260	172.8002	952.4480	865.1684
-59.308	-5.651	26.5208	27.5041	194.6531	884.0547	867.6561
-60.404	-5.461	26.6819	27.5927	232.2142	966.9909	837.6138
-60.768	-5.468	26.7195	27.6008	237.3096	969.3648	802.0078
-61.863	-5.702	26.5395	27.2542	212.8679	828.3144	874.9109
-62.973	-5.506	26.3016	26.9228	226.4248	855.3199	876.9801
-63.714	-5.517	26.2552	26.8901	235.3668	889.9481	889.2227
-64.086	-5.522	26.1997	26.8675	243.1763	894.1361	891.4845
-67.078	-5.771	25.5192	26.4078	254.2104	973.4047	1044.1794
-67.458	-5.557	25.5810	26.4850	279.0593	944.2746	1047.5473
-69.724	-5.787	25.2560	26.2630	297.4529	952.6115	961.7130
-72.38	-5.792	25.1506	26.2508	358.7462	864.6388	1125.7978
-74.274	-5.57	26.1784	27.1189	384.2763	687.0339	1485.1324
-74.938	-5.729	26.4817	27.3279	354.1595	721.9399	1706.2894
-78.046	-5.544	17.6278	18.5310	222.8682	348.4384	1692.7673
-78.421	-5.54	19.6319	20.8345	214.5017	368.7277	1280.3202
-78.795	-5.536	21.9576	23.4677	116.3784	328.0034	1077.8401
-79.168	-5.531	14.3814	15.0995	175.0206	401.7784	1386.5323
-79.542	-5.527	17.0168	17.9400	47.4819	382.3666	901.9997
-80.2	-5.732	20.5506	26.0824	0.8304	73.7055	239.1795
-56.987	-5.49	26.1929	27.3663	179.5903	924.2291	709.6862
-59.846	-5.769	26.5661	27.4899	194.4084	919.9529	869.9794
-60.582	-5.571	26.6832	27.5604	227.8494	979.3811	867.8535
-60.947	-5.578	26.7417	27.6079	234.7220	970.4025	766.6144
-62.315	-5.819	26.3861	27.0474	196.7319	806.7218	893.7677
-63.155	-5.616	26.2850	26.9193	221.5875	857.2738	881.6511
-63.526	-5.621	26.2884	26.9357	226.5220	872.8430	872.7661
-63.897	-5.627	26.2319	26.9058	230.6118	884.2790	875.9456
-64.269	-5.632	26.1954	26.8818	243.7893	869.6442	883.3192
-64.922	-5.855	25.9583	26.7081	279.9510	1025.1744	965.1125
-67.645	-5.667	25.5566	26.4829	272.6146	950.6910	1043.4698
-70.292	-5.898	25.1470	26.1640	302.3456	901.5604	958.3114
-72.949	-5.9	25.2088	26.3071	359.3768	842.0834	1227.2910
-74.086	-5.679	26.0274	27.0132	384.5268	705.5318	1475.0075
-74.465	-5.678	26.2847	27.1850	368.7695	693.0695	1542.5827
-75.604	-5.942	26.4709	27.2842	335.2939	684.9875	1820.4368
-75.977	-5.67	26.6819	27.4375	339.0017	661.7589	1829.5759
-76.732	-5.664	23.8215	24.5920	342.7785	555.6048	1806.5765
-78.235	-5.65	15.0971	16.1055	212.0806	352.4545	1023.1382
-78.61	-5.646	23.3021	25.1701	154.4493	350.5455	819.4150
-78.984	-5.641	16.7480	17.6038	157.6123	347.3242	1466.6964
-79.358	-5.637	16.2949	17.0154	87.6533	362.6638	651.6282
-79.731	-5.632	20.2755	23.4105	1.8515	248.2211	686.6689
-80.854	-5.883	19.3264	25.6680	0.1141	23.9659	18.3219
-55.39	-5.76	25.1113	26.2040	132.1891	1075.9658	876.2813
-57.159	-5.6	26.2311	27.3775	168.4843	934.5378	736.0840
-57.866	-5.884	26.1836	27.2128	151.1415	956.3416	863.1363
-60.396	-5.674	26.6706	27.5553	212.6696	973.2279	842.8749
-60.931	-5.95	26.6717	27.5172	216.5007	993.1902	890.0550
-61.126	-5.688	26.7709	27.6152	234.7369	968.7369	817.7742
-61.492	-5.695	26.6631	27.4552	231.1924	910.1817	876.9167
-62.96	-5.935	26.1918	26.8601	198.6018	842.3278	908.4645
-63.337	-5.726	26.2960	26.9369	212.7054	861.3241	794.7232
-63.708	-5.732	26.2294	26.8939	218.3034	873.9603	837.8898
-63.98	-6.06	26.0145	26.7570	198.7869	887.5884	916.9949
-64.453	-5.742	26.1424	26.8436	249.3460	895.3270	880.1888
-65.568	-6.024	25.8326	26.6370	270.4455	1075.0521	984.8423
-67.547	-5.937	25.3617	26.3194	251.1915	963.7049	1037.7704
-67.832	-5.776	25.5060	26.4589	265.5281	960.0221	1037.5876
-68.209	-6.051	25.1999	26.2052	255.3610	977.2562	1009.9655
-70.861	-6.008	25.0859	26.1225	316.3162	860.2745	941.5993
-73.519	-6.007	25.4909	26.5475	363.6348	789.0224	1345.8152
-74.276	-5.787	26.1613	27.1031	378.9122	686.3176	1531.5811
-74.655	-5.785	26.3750	27.2444	351.8697	730.1743	1639.9003
-76.168	-5.776	26.6214	27.3988	320.5843	663.4429	1860.1739
-77.674	-5.763	16.0384	17.0303	221.1490	364.3579	1431.0736
-78.05	-5.76	14.4382	15.4480	201.9608	348.4130	1563.6846
-78.425	-5.756	22.3263	23.8517	144.0514	301.0068	1109.6830
-78.8	-5.751	20.4487	21.9371	99.1578	292.2161	992.1360
